time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details,source
2026-01-14 19:00,2026-01-15 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,82.0,61.0,0.0,0.0,{},60.0,13.0,3.0,,,,,"{'south': 7, 'west': 1, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0if6mBz3m27TrtzobyRz81h8VB7gHDDLfUdGEdr15awgZ5n2snAEe3CsV7cWFKZ2Fl
2026-01-15,2026-01-15,Unknown UAV,,south,,25.0,25.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0ZEPrJfV5SWTmuhSKForWryV38zEujZ8G4g8Wr6fQEW3UdibuDK2Ytbomo4scL2bCl
2026-01-15,2026-01-15,Merlin-VR,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0ZEPrJfV5SWTmuhSKForWryV38zEujZ8G4g8Wr6fQEW3UdibuDK2Ytbomo4scL2bCl
2026-01-15,2026-01-15,Iskander-M,Crimea,Odesa oblast and Mykolaiv oblast,,3.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0ZEPrJfV5SWTmuhSKForWryV38zEujZ8G4g8Wr6fQEW3UdibuDK2Ytbomo4scL2bCl
2026-01-14 07:00,2026-01-14 17:00,Shahed-136/131,,Ukraine,Kyiv oblast,10.0,10.0,0.0,0.0,{},10.0,0.0,0.0,,10.0,10.0,"['Kyiv oblast', 'Chernihiv oblast']",,,,kpszsu/posts/pfbid0gzZLnprzLhmewGEM2PJ36twJNcQTwMCcA6fAXKPP3cgQvBjFwxnmNxgpYvB3AgsPl
2026-01-13 18:30,2026-01-14 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,113.0,89.0,0.0,0.0,{},70.0,13.0,3.0,,,,"['Kyiv oblast', 'Chernihiv oblast', 'Mykolaiv oblast', 'Dnipropetrovsk oblast']","{'south': 20, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02LphUidF2DRMPvnPCjpcB3HpcmS13U6Yu8YVdGcoRKdQhiaZeipGk9pFi1zxb9REql
2026-01-13 18:30,2026-01-14 08:00,Iskander-M,Rostov oblast and Voronezh oblast,,,3.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02LphUidF2DRMPvnPCjpcB3HpcmS13U6Yu8YVdGcoRKdQhiaZeipGk9pFi1zxb9REql
2026-01-14,2026-01-14,Unknown UAV,,south,,19.0,19.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02wuW4Zy6ySHrtjjWGs9FvnRwTEWPyt3EXweT7sg7Rbdp1eYiCAPsofwgTDBiKFxmyl
2026-01-12 18:00,2026-01-13 09:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Ukraine,,293.0,240.0,0.0,5.0,{},200.0,24.0,0.0,,,,"['Kyiv oblast', 'Chernihiv oblast', 'Donetsk oblast', 'Kharkiv oblast', 'Odesa oblast', 'Zaporizhzhia oblast', 'Dnipropetrovsk oblast']","{'south': 41, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0e7FKTsL4Q75mHnY3Yyzp9j7bHYNmCs9mhhszh1eibzRgaxDNdDNBEzV7HJEZJPsDl
2026-01-12 18:00,2026-01-13 09:30,Iskander-K,Kursk oblast and Belgorod oblast,Ukraine,,7.0,5.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0e7FKTsL4Q75mHnY3Yyzp9j7bHYNmCs9mhhszh1eibzRgaxDNdDNBEzV7HJEZJPsDl
2026-01-12 18:00,2026-01-13 09:30,C-300 and Iskander-M,Kursk oblast and Bryansk oblast and Voronezh oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Zaporizhzhia oblast,,18.0,2.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0e7FKTsL4Q75mHnY3Yyzp9j7bHYNmCs9mhhszh1eibzRgaxDNdDNBEzV7HJEZJPsDl
2026-01-13,2026-01-13,Unknown UAV,,south,,21.0,21.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid025KMTKezy6AVtgHtimJX9wmauT4dzHhAjDwTqF6gf7wSRQ6SBMUN2qoo9rsLmx42cl
2026-01-13,2026-01-13,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid025KMTKezy6AVtgHtimJX9wmauT4dzHhAjDwTqF6gf7wSRQ6SBMUN2qoo9rsLmx42cl
2026-01-11 18:00,2026-01-12 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,156.0,135.0,0.0,4.0,{},110.0,11.0,2.0,,,,,"{'south': 27, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0tR2SaWAaJvVfr3VSRTt19fkeZf27iuUx4CmNyRsRWixtLuJF8jXy4c1NR8V1boD9l
2026-01-12,2026-01-12,Unknown UAV,,south,,15.0,15.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02KZ6BqZGipDbvcFbWefFKDincUjoxhLVZCjoa394Ef1eJzvBdo27wsd8QfKNfg4pEl
2026-01-12,2026-01-12,Reconnaissance UAV,,south,,4.0,4.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02KZ6BqZGipDbvcFbWefFKDincUjoxhLVZCjoa394Ef1eJzvBdo27wsd8QfKNfg4pEl
2026-01-11 11:00,2026-01-11 16:00,Shahed-136/131,,west,,11.0,11.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid02JJaGDkVGXypHvgJHRCcAJL2aXehwPEc7s1MsxHQzoa7JwGHtgUPj9Q7mP9iP6iMPl
2026-01-10 18:30,2026-01-11 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,154.0,125.0,0.0,7.0,{},110.0,18.0,2.0,,,,,"{'south': 15, 'west': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0YjfqTBnr5eY9m4btDoQbUU5Hm7eKWRKGuUJomfMJv3xbbGq7KNtMBKeVcaGhrwEUl
2026-01-11,2026-01-11,Молнія,,south,,6.0,6.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0Q7GbSZbWHp5Z7FZPGs4GPdf26dxMeCb7jQcWRAynngC9aT7iRPJnFigzMCxkDSaXl
2026-01-09 18:00,2026-01-10 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Ukraine,,121.0,94.0,0.0,0.0,{},80.0,15.0,1.0,,,,,"{'south': 17, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0nLbwxniYwpvLezfMftaxAfAdAaYvyQmu8f5Vy4UHiBUaQwLyBMPqrw5FpZteXAPbl
2026-01-09 18:00,2026-01-10 08:30,Iskander-M,Kursk oblast,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0nLbwxniYwpvLezfMftaxAfAdAaYvyQmu8f5Vy4UHiBUaQwLyBMPqrw5FpZteXAPbl
2026-01-10,2026-01-10,Молнія,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02LskjhMpJrE8MRgRk3jgRNen1rWWTRqrDYHJuW3G7RG1QYA1m3rbizFzqQnDgnxgwl
2026-01-08 19:30,2026-01-09 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Kyiv oblast,242.0,226.0,0.0,0.0,{},150.0,19.0,0.0,,,,,"{'south': NaN, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0SyvTrtmBdBfWqr74VrhCWL4cR8fGmUTD4aE1ccv6kwqXivDYBJQLaQMUGvLRJZxyl
2026-01-08 19:30,2026-01-09 09:00,Kalibr,Black Sea,Ukraine,,22.0,10.0,,,{},,,,Navi,,,,,,,kpszsu/posts/pfbid0SyvTrtmBdBfWqr74VrhCWL4cR8fGmUTD4aE1ccv6kwqXivDYBJQLaQMUGvLRJZxyl
2026-01-08 19:30,2026-01-09 09:00,C-400 and Iskander-M,Bryansk oblast,Ukraine,,13.0,8.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid0SyvTrtmBdBfWqr74VrhCWL4cR8fGmUTD4aE1ccv6kwqXivDYBJQLaQMUGvLRJZxyl
2026-01-09,2026-01-09,Молнія,,south,,10.0,10.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid027kzkD7449YoRBHNmaAAfv3fhc4e4NJpZE123FonbtHJ53d9KxeFZC88voCupPSQ4l
2026-01-09,2026-01-09,Orlan-10,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid027kzkD7449YoRBHNmaAAfv3fhc4e4NJpZE123FonbtHJ53d9KxeFZC88voCupPSQ4l
2026-01-08 23:45,2026-01-08 23:50,Intercontinental Ballistic Missile,"Astrakhan oblast, Kapustin Yar",Lviv oblast,,1.0,0.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid0GW4Qc5YiAMSAhbnTs8FvMB2hxWH9my9gyAWQtn8GhiaAGGe6Sdgih2PJTaJTCwxql
2026-01-07 19:00,2026-01-08 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Dnipropetrovsk oblast,97.0,70.0,0.0,0.0,{},70.0,13.0,1.0,,,,,"{'south': 23, 'east': NaN}",,,kpszsu/posts/pfbid0yw7pQM6WATc6pM9jdFXMHEndE1GHyNH4o1mn7JCuszfXYoQb9acdqn9LokrgkSGCl
2026-01-08,2026-01-08,Молнія,,south,,4.0,4.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023yhg6uuW9BLSbfiPW6nxiL4H9njP2RCayieaBWjT1Qid3hcqhPVGH3ivFFrgpG1vl
2026-01-08,2026-01-08,Shahed-136/131,,south,,6.0,6.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023yhg6uuW9BLSbfiPW6nxiL4H9njP2RCayieaBWjT1Qid3hcqhPVGH3ivFFrgpG1vl
2026-01-06 18:00,2026-01-07 07:30,Shahed-136/131,"Primorsko-Akhtarsk and Oryol oblast and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,95.0,81.0,0.0,0.0,{},60.0,8.0,5.0,,,,,"{'south': 26, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid039DHJSnRrq9YvWQQDg1S5svtN6GWmB5YTAXSwFfZ9XfMR5kKovdsSn2VTMVZuLSDl
2026-01-06 18:00,2026-01-07 07:30,Iskander-M,Taganrog,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid039DHJSnRrq9YvWQQDg1S5svtN6GWmB5YTAXSwFfZ9XfMR5kKovdsSn2VTMVZuLSDl
2026-01-07,2026-01-07,Молнія,,south,,8.0,8.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02HXgmH3THwUAYTgZSrTyqwegDmwUCjUMqZmxzdKQJSnUaCoCf5oMXXhHphpHFss61l
2026-01-07,2026-01-07,Orlan-10,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02HXgmH3THwUAYTgZSrTyqwegDmwUCjUMqZmxzdKQJSnUaCoCf5oMXXhHphpHFss61l
2026-01-07,2026-01-07,Iskander-M,Crimea,Odesa oblast,,2.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02HXgmH3THwUAYTgZSrTyqwegDmwUCjUMqZmxzdKQJSnUaCoCf5oMXXhHphpHFss61l
2026-01-05 18:00,2026-01-06 08:30,Shahed-136/131,Kursk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,61.0,53.0,0.0,0.0,{},40.0,6.0,0.0,,,,,"{'south': 4, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02vdtXLYjfe2SEn4pgMFuophthLbdAcZcYifcH1v8YfVQ7wbbpFvSDGXHJWEK9Dm5al
2026-01-06,2026-01-06,Молнія,,south,,14.0,14.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0agouRjrkqJN6aaTEEABTouQeSAkW6xo1W8bTpDLAwtLebMScdV8un5AJiiJF21iRl
2026-01-04 18:00,2026-01-05 08:00,Shahed-136/131,Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,,165.0,137.0,0.0,2.0,{},100.0,10.0,9.0,,,,,"{'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02pYp3rrQ6YNUELRY6CUq57SXJf6UPyQBv2qjxMVMxfX8FjPzMcnqNiX4NgnKYzA87l
2026-01-04 18:00,2026-01-05 08:00,C-300 and Iskander-M,Bryansk oblast and Voronezh oblast,Ukraine,,9.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02pYp3rrQ6YNUELRY6CUq57SXJf6UPyQBv2qjxMVMxfX8FjPzMcnqNiX4NgnKYzA87l
2026-01-05,2026-01-05,Молнія,,south,,18.0,18.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02s8sGhngdoNrXL5TRLRstLfuQrZ3dkbdJhPLEZEKVAhyPnSxkXdHKsi3s24FBHoqGl
2026-01-05,2026-01-05,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02s8sGhngdoNrXL5TRLRstLfuQrZ3dkbdJhPLEZEKVAhyPnSxkXdHKsi3s24FBHoqGl
2026-01-03 19:00,2026-01-04 08:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Donetsk oblast,Ukraine,,52.0,39.0,0.0,0.0,{},40.0,9.0,0.0,,,,,"{'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0FpXFz4rbDGTKqkEghui5aTmsfTGWcbYPzBtPZf4jUp5v3E5UtMvZ1Q3kboPfjQAUl
2026-01-04,2026-01-04,Молнія,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid032x511d5nnQbJgtPa7aW3byKC136vm8bx4Jb6apKLR2RAtWHuW1LsmN9amU4xi2oml
2026-01-02 18:00,2026-01-03 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Kacha, Crimea",Ukraine,,95.0,80.0,0.0,3.0,{},60.0,8.0,0.0,,,,,"{'south': 54, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0yA7xeCfeoPJsMTBEv9CiDmxgg4RpUzYKxx429oh5umQCsra7BX7BEFWzpMgRWSZXl
2026-01-03,2026-01-03,Молнія,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02hVGrLr9FA2iabqmqP7rMmx9dfmWcKDCR332Rftaziq9dh48pY9fXhwWsg4WSY1Ncl
2026-01-01 18:00,2026-01-02 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Lutsk oblast,116.0,86.0,0.0,3.0,{},70.0,23.0,2.0,,,,"['Lutsk oblast', 'Kyiv oblast', 'Sumy oblast', 'Odesa oblast', 'Zaporizhzhia oblast', 'Donetsk oblast', 'Kharkiv oblast']","{'south': 33, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid06UqeQN6EpYFc57jas3PWAqknTA36Fj7iVbzYwMfW4uKUE3vPWHoPQe52bWsQ7U8Ul
2026-01-02,2026-01-02,Молнія,,south,,8.0,8.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02TPBQtC9K4NjVdHmUise5rGp1nhPujdqx3DHmwMoLt76EGBqXLnEg4JLhZPpwoeX7l
2026-01-01 09:00,2026-01-01 16:00,Shahed-136/131,,west,,10.0,10.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid02YVo1iAizqFJREHVK6w2YmyxSF77htxcfyUK4pfhcsx7Pvg2oFeTMa93iDEjqPyXHl
2025-12-31 18:00,2026-01-01 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Lutsk oblast,205.0,176.0,0.0,5.0,{},130.0,15.0,0.0,,,,"['Lutsk oblast', 'Kyiv oblast', 'Sumy oblast', 'Odesa oblast', 'Zaporizhzhia oblast', 'Donetsk oblast', 'Kharkiv oblast']","{'south': 87, 'west': 27, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0TdVCdVdkRoJN5jZ26dj64CFujFUSFAAmZpF7dEoGiCPVxvudBj7PXWo9GM5sfy4nl
2026-01-01,2026-01-01,Молнія,,south,,29.0,29.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023jigBrYSkgGhHskZhRTiyimQmctcZbULZjPQEgMY24MyZX8F2ADN42KUqDvji43zl
2026-01-01,2026-01-01,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023jigBrYSkgGhHskZhRTiyimQmctcZbULZjPQEgMY24MyZX8F2ADN42KUqDvji43zl
2025-12-30 18:00,2025-12-31 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,127.0,101.0,0.0,,{},80.0,11.0,0.0,,,,,"{'south': 65, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0F7ZpFtdbsjfYyEm2DckN4yGZLpuoLkg78CE4iQ2MXfUAu9PrGJXGXh4uiYXExMZ6l
2025-12-31,2025-12-31,Молнія,,south,,11.0,11.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02ovmeMo8xyz1SWyyuk1M8YKpJMHgcmw3BpXY5refdBb32n5dfHmwwiEgEibydT18wl
2025-12-29 18:00,2025-12-30 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea",Ukraine,,60.0,52.0,0.0,,{},40.0,5.0,0.0,,,,,"{'south': 25, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02xhaYYKXejgBNoEfb4qgP45tbtnYGfEn7PFJWpLAsTW5M8My3BXtFw9kiVN4P3MYSl
2025-12-29 18:00,2025-12-30 09:00,Iskander-M,Crimea,Odesa oblast,,1.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02U3cvTMcUeS7hXkrxFvJu1dWcNgo3t2RP5iLuvpyDPBCWKY37Rbysg2YTJZKRcHoPl
2025-12-29 18:00,2025-12-30 09:00,Iskander-M,Voronezh oblast,Ukraine,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02xhaYYKXejgBNoEfb4qgP45tbtnYGfEn7PFJWpLAsTW5M8My3BXtFw9kiVN4P3MYSl
2025-12-30,2025-12-30,Молнія,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0ynbTKiYsg8qwSV8s7xubFoFr6SFxFu9Qy36YH1vR7YYyDaDLENr5tu19RARKdyftl
2025-12-28 21:00,2025-12-29 08:30,Shahed-136/131,"Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,25.0,21.0,0.0,,{},15.0,2.0,0.0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0YpgmEGzfg4LuiPJoN8wDH1VvEJ2FdmhUUCqJa85k2TXJPt9C1EYMJ3En9xAYmDijl
2025-12-29,2025-12-29,Молнія,,south,,8.0,8.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02U3cvTMcUeS7hXkrxFvJu1dWcNgo3t2RP5iLuvpyDPBCWKY37Rbysg2YTJZKRcHoPl
2025-12-27 18:00,2025-12-28 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Hvardiiske, Crimea",Ukraine,Kyiv oblast,48.0,30.0,0.0,,{},30.0,9.0,0.0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0esgp8R5DcgowzrZSA4repGZPJdLC5ZDf24ZbKaaLrXQY6LzkPDRNtmvoXGGzcjzRl
2025-12-28,2025-12-28,Молнія,,south,,13.0,13.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02GFRAswH8to8QvkXDkE8dLDdJK4YHz9BqumRuyGJYZNJR1nvBBUVEbF1RgEBiLNeal
2025-12-26 18:00,2025-12-27 13:00,X-47 Kinzhal and Iskander-M,Bryansk oblast and Ryazan oblast,Ukraine,,10.0,6.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-26 18:00,2025-12-27 13:00,X-22,Black Sea,Mykolaiv oblast,,2.0,0.0,,,{},,,,Tu-22M3,,,,,,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-26 18:00,2025-12-27 13:00,X-101/X-555,Vologda oblast,Ukraine,,21.0,19.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-26 18:00,2025-12-27 13:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast,519.0,474.0,15.0,5.0,{},300.0,30.0,16.0,,,,,"{'south': 69, 'west': 9, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-26 18:00,2025-12-27 13:00,Iskander-K and Kalibr,Rostov oblast and Black Sea,Ukraine,,7.0,4.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-27,2025-12-27,Молнія,,south,,23.0,23.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02opeokGg5nzmMi2o8NSHM9ucyb2fQnxVcfqVberkVTwkg84xEwzTBY53ks35w7aj4l
2025-12-25 18:00,2025-12-26 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Hvardiiske, Crimea",Ukraine,,99.0,73.0,0.0,0.0,{},60.0,16.0,0.0,,,,,"{'south': 47, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid025ZYFmtV3x3fkEChfVX7wzBVAi31fHbVqUK5EthZQ2sfHSn2jdKT7h6hyNLBqnXj5l
2025-12-25 18:00,2025-12-26 09:00,Iskander-M,Crimea,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid025ZYFmtV3x3fkEChfVX7wzBVAi31fHbVqUK5EthZQ2sfHSn2jdKT7h6hyNLBqnXj5l
2025-12-26,2025-12-26,Unknown UAV,,south,,10.0,10.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023vdvRUYCiP6Uz7QPf2S1nBfNdQDJCJhyfh2xcFvP8A2P9schnQ7dVyuS5mzk16wrl
2025-12-24 19:00,2025-12-25 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,131.0,106.0,0.0,3.0,{},90.0,15.0,0.0,,,,,"{'south': 49, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0nK4oLUznziB9epicExEtaaRpRoNgUJuds36jKVpskHRzUK113qtHXuxcdfL74pUtl
2025-12-25,2025-12-25,Unknown UAV,,south,,32.0,32.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid033UyFgvMhbfZXgJR1Z8YckhfukZS4p6BxWBKmSZinzmeuvch7orooy9sBF66mp8cUl
2025-12-25,2025-12-25,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid033UyFgvMhbfZXgJR1Z8YckhfukZS4p6BxWBKmSZinzmeuvch7orooy9sBF66mp8cUl
2025-12-23 19:00,2025-12-24 09:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Chernihiv oblast,116.0,60.0,0.0,8.0,{},90.0,19.0,0.0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02TdvFmxzn9pVKEPBwwREcRouBdCnBzxLHTJKqxC8DeSS3CexMsh28Yv9ezxYkh7tYl
2025-12-24,2025-12-24,Unknown UAV,,south,,29.0,29.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0iSCghxMje9eFm7QBkdEuLAShqrbfsHgsmKegfpEg43hiP7bwj4GnBKadSXQFTw84l
2025-12-24,2025-12-24,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0iSCghxMje9eFm7QBkdEuLAShqrbfsHgsmKegfpEg43hiP7bwj4GnBKadSXQFTw84l
2025-12-22 18:00,2025-12-23 11:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,635.0,587.0,0.0,9.0,{},400.0,21.0,8.0,,,,"['Rivne oblast', 'Khmelnytskyi oblast', 'Zhytomyr oblast', 'Odesa oblast', 'Donetsk oblast']","{'south': 98, 'west': 49, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0FoCxAp85ztgf726AWrWAHUb95J5pg2trsLyLJ4tuu9F4fCJjikuyhC5oM7kXpTmUl
2025-12-23 05:20,2025-12-23 08:40,X-47 Kinzhal,Ryazan oblast,Ukraine,,3.0,0.0,3.0,,{},,,,MiG-31K,,,,,,,kpszsu/posts/pfbid0FoCxAp85ztgf726AWrWAHUb95J5pg2trsLyLJ4tuu9F4fCJjikuyhC5oM7kXpTmUl
2025-12-23 05:20,2025-12-23 08:40,Iskander-K and Kalibr,Kursk oblast and Vologda oblast,Ukraine,,35.0,34.0,,,{},,,,,,,,{'west': 12},,,kpszsu/posts/pfbid0FoCxAp85ztgf726AWrWAHUb95J5pg2trsLyLJ4tuu9F4fCJjikuyhC5oM7kXpTmUl
2025-12-23,2025-12-23,Unknown UAV,,south,,37.0,37.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02Uro9DVpWfX9cS1pdqouKDY1tnKxdhaxM2WZj16RtfpzS4khcQySv2UkCeHMRicu9l
2025-12-23,2025-12-23,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02Uro9DVpWfX9cS1pdqouKDY1tnKxdhaxM2WZj16RtfpzS4khcQySv2UkCeHMRicu9l
